SYMBOL,NAME_OF_COMPANY,P/E Ratio,Debt-to-Equity,ROE (%),Earnings Growth,Market Cap,Sector,Industry
KIOCL,KIOCL Limited,,12.144,,,141277790208.0,Basic Materials,Steel
KIRIINDUS,Kiri Industries Limited,11.581089,39.805,,0.085,33257402368.0,Basic Materials,Specialty Chemicals
KIRLOSBROS,Kirloskar Brothers Limited,31.322145,8.997,,0.432,134962085888.0,Industrials,Specialty Industrial Machinery
KIRLOSENG,Kirloskar Oil Engines Limited,20.754879,187.709,,-0.209,104978939904.0,Industrials,Specialty Industrial Machinery
KIRLOSIND,Kirloskar Industries Limited,21.105345,15.374,,-0.456,34678726656.0,Industrials,Metal Fabrication
KIRLPNU,Kirloskar Pneumatic Company Limited,39.692387,0.064,,0.05,75783938048.0,Industrials,Specialty Industrial Machinery
KITEX,Kitex Garments Limited,31.518986,,,0.4,39740399616.0,Consumer Cyclical,Apparel Manufacturing
KKCL,Kewal Kiran Clothing Limited,18.589588,16.594,19.426,-0.26,28387647488.0,Consumer Cyclical,Apparel Manufacturing
KMEW,Knowledge Marine & Engineering Works Limited,49.10265,56.229,,9.475,15662930944.0,Industrials,Marine Shipping
KMSUGAR,K.M.Sugar Mills Limited,7.934098,58.859,,3.724,2550185216.0,Consumer Defensive,Confectioners
KNRCON,KNR Constructions Limited,5.176457,33.26,,0.782,62948831232.0,Industrials,Engineering & Construction
KOHINOOR,Kohinoor Foods Limited,,,,,1205797888.0,Consumer Defensive,Packaged Foods
KOKUYOCMLN,Kokuyo Camlin Limited,87.78814,28.954,,,10390491136.0,Industrials,Business Equipment & Supplies
KOLTEPATIL,Kolte - Patil Developers Limited,176.46277,173.477,,,25214459904.0,Real Estate,Real Estate - Development
KOPRAN,Kopran Limited,18.747208,24.959,,-0.343,8926427136.0,Healthcare,Drug Manufacturers - General
KOTAKBANK,Kotak Mahindra Bank Limited,19.042068,,,0.102,4238678949888.0,Financial Services,Banks - Regional
KOTARISUG,Kothari Sugars And Chemicals Limited,16.905941,0.288,,6.222,2830645760.0,Consumer Defensive,Confectioners
KOTHARIPET,Kothari Petrochemicals Limited,14.594095,1.188,,-0.11,9309500416.0,Basic Materials,Specialty Chemicals
KOTHARIPRO,Kothari Products Limited,,7.127,,0.191,4265283072.0,Industrials,Conglomerates
KPEL,K.P. Energy Limited,28.620085,131.185,,1.855,27192182784.0,Industrials,Engineering & Construction
KPIGREEN,KPI Green Energy Limited,29.88304,23.858,,0.394,80489037824.0,Utilities,Utilities - Renewable
KPIL,Kalpataru Projects International Limited,28.88372,94.172,,-0.003,159090884608.0,Industrials,Engineering & Construction
KPITTECH,KPIT Technologies Limited,40.89434,13.968,,0.2,308228030464.0,Technology,Software - Infrastructure
KPRMILL,K.P.R. Mill Limited,39.73411,8.373,,0.082,326910935040.0,Consumer Cyclical,Textile Manufacturing
KRBL,KRBL Limited,14.774632,4.853,,-0.01,64524091392.0,Consumer Defensive,Packaged Foods
KREBSBIO,Krebs Biochemicals and Industries Limited,,,,,1580934016.0,Healthcare,Drug Manufacturers - Specialty & Generic
KRIDHANINF,Kridhan Infra Limited,,,,,359213152.0,Basic Materials,Steel
KRISHANA,Krishana Phoschem Limited,24.439917,109.805,,4.533,14460857344.0,Basic Materials,Agricultural Inputs
KRITI,Kriti Industries (India) Limited,175.8305,70.197,,,5318542336.0,Industrials,Building Products & Equipment
KRITIKA,Kritika Wires Limited,142.00002,55.712,,,2268705792.0,Basic Materials,Steel
KRITINUT,Kriti Nutrients Limited,12.450308,3.526,,-0.417,5084002304.0,Consumer Defensive,Packaged Foods
KRN,KRN Heat Exchanger and Refrigeration Limited,102.69712,14.956,,0.24,51002597376.0,Technology,Electronic Components
KRONOX,Kronox Lab Sciences Limited,29.482475,,,0.413,5305501184.0,Basic Materials,Specialty Chemicals
KROSS,Kross Limited,34.064716,8.51,,0.512,10525999104.0,Consumer Cyclical,Auto Parts
KRSNAA,Krsnaa Diagnostics Limited,32.921593,25.701,,0.508,24310726656.0,Healthcare,Diagnostics & Research
KRYSTAL,Krystal Integrated Services Limited,14.64775,22.039,,-0.018,6274825216.0,Industrials,Specialty Business Services
KSB,Ksb Limited,48.462353,0.236,18.110001,0.374,119851966464.0,Industrials,Specialty Industrial Machinery
KSCL,Kaveri Seed Company Limited,24.391283,,,0.179,74696032256.0,Basic Materials,Agricultural Inputs
KSHITIJPOL,Kshitij Polyline Limited,10.799999,233.133,,,177426944.0,Industrials,Business Equipment & Supplies
KSL,Kalyani Steels Limited,13.747045,31.893,,-0.136,32999561216.0,Basic Materials,Steel
KSOLVES,Ksolves India Limited,27.93417,,,0.154,10564881408.0,Technology,Software - Application
KTKBANK,The Karnataka Bank Limited,5.293591,,12.083,-0.232,69299372032.0,Financial Services,Banks - Regional
KUANTUM,Kuantum Papers Limited,7.5,42.098,,-0.503,9257936896.0,Basic Materials,Paper & Paper Products
LAGNAM,Lagnam Spintex Limited,13.390681,321.327,,-0.492,1980341504.0,Consumer Cyclical,Textile Manufacturing
LAKPRE,Lakshmi Precision Screws Limited,,,-86.24300000000001,-0.099,48716792.0,Industrials,Tools & Accessories
LAL,Lorenzini Apparels Limited,19.30909,23.854,,,1839543424.0,Consumer Cyclical,Apparel Manufacturing
LALPATHLAB,Dr. Lal Path Labs Ltd.,50.263737,9.753,,0.186,209693409280.0,Healthcare,Diagnostics & Research
LAMBODHARA,Lambodhara Textiles Limited,17.758085,47.635,,0.802,1428912128.0,Consumer Cyclical,Textile Manufacturing
LANCORHOL,Lancor Holdings Limited,20.41593,63.618,,,1700455040.0,Real Estate,Real Estate - Development
LANDMARK,Landmark Cars Limited,62.12171,167.354,,-0.38,15627299840.0,Consumer Cyclical,Auto & Truck Dealerships
LAOPALA,La Opala RG Limited,25.644028,0.914,,-0.475,24367034368.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LASA,Lasa Supergenerics Limited,,22.309,,,929377216.0,Healthcare,Drug Manufacturers - Specialty & Generic
LATENTVIEW,Latent View Analytics Limited,45.36737,1.994,,-0.102,75217387520.0,Industrials,Consulting Services
LATTEYS,Latteys Industries Limited,73.192314,70.807,,0.335,1094145152.0,Industrials,Specialty Industrial Machinery
LAURUSLABS,Laurus Labs Limited,154.42204,67.3,,2.977,309773303808.0,Healthcare,Drug Manufacturers - Specialty & Generic
LAXMICOT,Laxmi Cotspin Limited,,74.507,,,421147488.0,Consumer Cyclical,Textile Manufacturing
LAXMIDENTL,Laxmi Dental Limited,81.21875,69.996,,1.0,21426974720.0,Healthcare,Medical Instruments & Supplies
LCCINFOTEC,LCC Infotech Limited,,187.053,,,694747840.0,Consumer Defensive,Education & Training Services
LEMONTREE,Lemon Tree Hotels Limited,60.54425,141.766,,0.756,108393717760.0,Consumer Cyclical,Lodging
LEXUS,Lexus Granito (India) Limited,,1746.118,,,645900480.0,Industrials,Building Products & Equipment
LFIC,Lakshmi Finance & Industrial Corporation Limited,6.401845,,,,520470016.0,Financial Services,Asset Management
LGBBROSLTD,LG Balakrishnan & Bros Limited,13.33537,5.587,,0.022,38312239104.0,Consumer Cyclical,Auto Parts
LGHL,Laxmi Goldorna House Limited,72.35971,120.489,,-0.385,11143107584.0,Consumer Cyclical,Luxury Goods
LIBAS,Libas Consumer Products Limited,30.769232,18.823,,,316135200.0,Consumer Cyclical,Apparel Manufacturing
LIBERTSHOE,Liberty Shoes Limited,41.959103,51.594,,11.636,5419571712.0,Consumer Cyclical,Footwear & Accessories
LICHSGFIN,LIC Housing Finance Limited,6.005237,743.982,,0.23,309052866560.0,Financial Services,Mortgage Finance
LICI,Life Insurance Corporation Of India,11.635576,,,,5010348834816.0,Financial Services,Insurance - Life
LIKHITHA,Likhitha Infrastructure Limited,15.093272,0.486,,0.076,10551866368.0,Energy,Oil & Gas Equipment & Services
LINC,Linc Limited,16.414944,11.865,,0.155,6142259712.0,Industrials,Business Equipment & Supplies
LINCOLN,Lincoln Pharmaceuticals Limited,12.6675625,0.212,,-0.259,11328671744.0,Healthcare,Drug Manufacturers - Specialty & Generic
LINDEINDIA,Linde India Limited,111.83845,1.184,,-0.031,494486978560.0,Basic Materials,Specialty Chemicals
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,64.06593,14.82,,0.24,67755089920.0,Industrials,Specialty Industrial Machinery
LLOYDSENT,Lloyds Enterprises Limited,72.057976,16.235,,-0.441,63250309120.0,Basic Materials,Steel
LLOYDSME,Lloyds Metals And Energy Limited,44.29439,0.639,,0.081,648734048256.0,Basic Materials,Steel
LMW,LMW Limited,134.76683,,,-0.805,161766260736.0,Industrials,Specialty Industrial Machinery
LODHA,Macrotech Developers Limited,46.618633,43.778,15.777000999999998,0.817,1178124550144.0,Real Estate,Real Estate - Development
LOKESHMACH,Lokesh Machines Limited,58.45324,65.226,,,3136461312.0,Industrials,Specialty Industrial Machinery
LORDSCHLO,Lords Chloro Alkali Limited,108.647484,59.176,,,3798742016.0,Basic Materials,Chemicals
LOTUSEYE,Lotus Eye Hospital and Institute Limited,283.125,4.974,,,1413108480.0,Healthcare,Medical Care Facilities
LOVABLE,Lovable Lingerie Limited,,3.481,,,1247918208.0,Consumer Cyclical,Apparel Manufacturing
LOYALTEX,Loyal Textile Mills Limited,,184.44,,,1179548544.0,Consumer Cyclical,Textile Manufacturing
LPDC,Landmark Property Development Company Limited,,,,3.926,1042291136.0,Real Estate,Real Estate Services
LT,Larsen & Toubro Limited,32.202194,119.062,,0.14,4483325624320.0,Industrials,Engineering & Construction
LTF,L&T Finance Limited,15.011719,348.876,,-0.027,383743524864.0,Financial Services,Credit Services
LTFOODS,LT Foods Limited,20.640726,32.482,,-0.051,122844135424.0,Consumer Defensive,Packaged Foods
LTIM,LTIMindtree Limited,26.834372,10.499,22.845,-0.071,1225182150656.0,Technology,Information Technology Services
LTTS,L&T Technology Services Limited,34.98854,11.42,,-0.042,452407001088.0,Technology,Information Technology Services
LUMAXIND,Lumax Industries Limited,17.900808,132.407,,0.309,23650693120.0,Consumer Cyclical,Auto Parts
LUMAXTECH,Lumax Auto Technologies Limited,22.198833,71.418,,0.23,36310536192.0,Consumer Cyclical,Auto Parts
LUPIN,Lupin Limited,31.456272,21.899,,0.394,899912433664.0,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND,Lux Industries Limited,23.702995,14.919,,0.586,40942620672.0,Consumer Cyclical,Apparel Manufacturing
LXCHEM,Laxmi Organic Industries Limited,35.24949,10.792,,0.082,47765794816.0,Basic Materials,Specialty Chemicals
LYKALABS,Lyka Labs Limited,90.92983,35.628,,0.415,3704818944.0,Healthcare,Biotechnology
LYPSAGEMS,Lypsa Gems & Jewellery Limited,,28.726,,1.554,200491296.0,Consumer Cyclical,Luxury Goods
M&M,Mahindra & Mahindra Limited,23.44938,145.663,,0.195,3114198368256.0,Consumer Cyclical,Auto Manufacturers
M&MFIN,Mahindra & Mahindra Financial Services Limited,13.082294,498.691,,0.472,323895885824.0,Financial Services,Credit Services
MAANALU,Maan Aluminium Limited,24.896849,23.718,,-0.594,4725521408.0,Basic Materials,Aluminum
MACPOWER,Macpower CNC Machines Limited,31.102484,2.289,,-0.364,8015365120.0,Industrials,Specialty Industrial Machinery
MADHAV,Madhav Marbles and Granites Limited,120.666664,7.261,,,356269536.0,Industrials,Building Products & Equipment
MADHUCON,Madhucon Projects Limited,,,,,491282144.0,Industrials,Engineering & Construction
MADRASFERT,Madras Fertilizers Limited,5.78319,,,,11860255744.0,Basic Materials,Agricultural Inputs
MAGADSUGAR,Magadh Sugar & Energy Limited,10.826824,50.53,,-0.457,9179972608.0,Consumer Defensive,Confectioners
MAGNUM,Magnum Ventures Limited,8.236923,28.016,2.685,1.472,1777830528.0,Basic Materials,Paper & Paper Products
MAHABANK,Bank of Maharashtra,6.388203,,22.245,0.252,358195494912.0,Financial Services,Banks - Regional
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,0.49540576,0.061,,,1625923328.0,Financial Services,Credit Services
MAHASTEEL,Mahamaya Steel Industries Limited,113.37899,,,-0.48,4095410688.0,Basic Materials,Steel
MAHEPC,Mahindra EPC Irrigation Limited,134.67046,14.632,,2.783,3312650752.0,Industrials,Farm & Heavy Construction Machinery
MAHESHWARI,Maheshwari Logistics Limited,12.286334,128.178,,-0.229,1676385408.0,Industrials,Integrated Freight & Logistics
MAHLIFE,Mahindra Lifespace Developers Limited,97.48377,50.936,,,46618615808.0,Real Estate,Real Estate - Development
MAHLOG,Mahindra Logistics Limited,,179.479,,,19540424704.0,Industrials,Integrated Freight & Logistics
MAHSCOOTER,Maharashtra Scooters Limited,74.493805,,,2.295,121514590208.0,Consumer Cyclical,Auto Parts
MAHSEAMLES,Maharashtra Seamless Limited,11.871603,,,-0.325,93723320320.0,Basic Materials,Steel
MAITHANALL,Maithan Alloys Limited,3.1143646,10.008,,0.064,25947168768.0,Basic Materials,Steel
MALLCOM,Mallcom (India) Limited,18.81167,39.153,,0.321,7423416320.0,Industrials,Security & Protection Services
MALUPAPER,Malu Paper Mills Limited,,14402.66,,,605431040.0,Basic Materials,Paper & Paper Products
MAMATA,Mamata Machinery Limited,24.666666,3.913,,0.082,8649641984.0,Industrials,Specialty Industrial Machinery
MANAKALUCO,Manaksia Aluminium Company Limited,25.709303,161.939,,0.316,1448956800.0,Basic Materials,Aluminum
MANAKCOAT,Manaksia Coated Metals & Industries Limited,42.14623,126.95,,0.136,6739259392.0,Industrials,Metal Fabrication
MANAKSIA,Manaksia Limited,6.6875,7.08,,-0.217,3926797056.0,Industrials,Metal Fabrication
MANAKSTEEL,Manaksia Steels Limited,33.424656,44.235,,-0.521,3198059264.0,Basic Materials,Steel
MANALIPETC,Manali Petrochemicals Limited,47.620693,8.324,,0.824,9507688448.0,Basic Materials,Specialty Chemicals
MANAPPURAM,Manappuram Finance Limited,10.044435,311.671,,-0.515,197075468288.0,Financial Services,Credit Services
MANBA,Manba Finance Limited,16.945776,251.892,,1.016,6751171072.0,Financial Services,Credit Services
MANCREDIT,Mangal Credit and Fincorp Limited,24.636913,128.498,,0.183,3209285120.0,Financial Services,Credit Services
MANGALAM,Mangalam Drugs And Organics Limited,12.155279,67.203,,1.613,1239031424.0,Healthcare,Drug Manufacturers - Specialty & Generic
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,15.957066,78.95,,0.741,21143074816.0,Basic Materials,Agricultural Inputs
MANGLMCEM,Mangalam Cement Limited,48.11932,78.041,,-0.51,21846581248.0,Basic Materials,Building Materials
MANINDS,Man Industries (India) Limited,23.900862,14.814,,0.055,17969209344.0,Basic Materials,Steel
MANINFRA,Man Infraconstruction Limited,21.049366,1.123,,-0.022,56008278016.0,Industrials,Engineering & Construction
MANKIND,Mankind Pharma Limited,48.309025,4.468,,-0.165,1011374882816.0,Healthcare,Drug Manufacturers - Specialty & Generic
MANOMAY,Manomay Tex India Limited,16.647058,216.023,,0.568,3320058368.0,Consumer Cyclical,Textile Manufacturing
MANORAMA,Manorama Industries Limited,72.277016,98.113,,3.079,59402326016.0,Consumer Defensive,Packaged Foods
MANORG,Mangalam Organics Limited,34.420223,93.879,,3.057,3381240832.0,Basic Materials,Specialty Chemicals
MANUGRAPH,Manugraph India Limited,,35.136,,,526357856.0,Industrials,Specialty Industrial Machinery
MANYAVAR,Vedant Fashions Limited,46.095726,30.322,,0.0,186116505600.0,Consumer Cyclical,Apparel Manufacturing
MAPMYINDIA,C.E. Info Systems Limited,70.41449,4.774,,0.044,95195250688.0,Technology,Software - Infrastructure
MARALOVER,Maral Overseas Limited,,390.045,,,2863206144.0,Consumer Cyclical,Textile Manufacturing
MARATHON,Marathon Nextgen Realty Limited,14.100698,63.32,,-0.063,24880093184.0,Real Estate,Real Estate - Development
MARICO,Marico Limited,54.797733,10.048,,0.037,876758040576.0,Consumer Defensive,Household & Personal Products
MARINE,Marine Electricals (India) Limited,60.992935,22.411,,0.0,22899306496.0,Industrials,Marine Shipping
MARKSANS,Marksans Pharma Limited,25.391891,8.602,,0.255,93664468992.0,Healthcare,Drug Manufacturers - General
MARSHALL,Marshall Machines Limited,,50.52,,,275341824.0,Industrials,Specialty Industrial Machinery
MARUTI,Maruti Suzuki India Limited,24.807173,0.178,,0.162,3609975324672.0,Consumer Cyclical,Auto Manufacturers
MASFIN,MAS Financial Services Limited,14.857309,332.329,,0.0,46435344384.0,Financial Services,Credit Services
MASKINVEST,Mask Investments Limited,2490.7144,0.407,,-0.948,532273120.0,Financial Services,Capital Markets
MASTEK,Mastek Limited,16.855604,29.372,,0.249,64865501184.0,Technology,Information Technology Services
MASTERTR,Master Trust Limited,11.24213,33.347,,0.172,15840336896.0,Financial Services,Capital Markets
MATRIMONY,Matrimony.Com Limited,23.445301,18.589,,-0.09,11167400960.0,Communication Services,Internet Content & Information
MAWANASUG,Mawana Sugars Limited,3.6346393,49.3,,3.12,3457600000.0,Consumer Defensive,Confectioners
MAXESTATES,Max Estates Limited,287.30215,52.783,,,64425136128.0,Real Estate,Real Estate - Development
MAXHEALTH,Max Healthcare Institute Limited,110.23741,20.095,,-0.178,1106105204736.0,Healthcare,Medical Care Facilities
MAXIND,Max India Limited,,13.374,,,8053380096.0,Healthcare,Medical Care Facilities
MAYURUNIQ,Mayur Uniquoters Ltd,15.270735,1.403,,0.133,21200523264.0,Consumer Cyclical,Textile Manufacturing
MAZDA,Mazda Limited,15.782665,,,-0.101,4984529408.0,Industrials,Specialty Industrial Machinery
MAZDOCK,Mazagon Dock Shipbuilders Limited,37.29753,0.496,,0.288,1025472593920.0,Industrials,Aerospace & Defense
MBAPL,Madhya Bharat Agro Products Limited,52.746067,61.26,,12.6,23479627776.0,Basic Materials,Agricultural Inputs
MBLINFRA,MBL Infrastructure Limited,2.4665263,94.816,,,5748104704.0,Industrials,Engineering & Construction
MCL,Madhav Copper Limited,24.177666,52.059,,,1292811648.0,Basic Materials,Copper
MCLEODRUSS,Mcleod Russel India Limited,,568.163,,,3849561088.0,Consumer Defensive,Packaged Foods
MCLOUD,Magellanic Cloud Limited,29.210785,52.294,,0.295,34824097792.0,Technology,Information Technology Services
MCX,Multi Commodity Exchange of India Limited,50.122643,0.059,,,255878184960.0,Financial Services,Financial Data & Stock Exchanges
MEDANTA,Global Health Limited,65.50955,21.907,,0.157,331611013120.0,Healthcare,Medical Care Facilities
MEDIASSIST,Medi Assist Healthcare Services Limited,34.81041,11.933,,0.422,33018681344.0,Healthcare,Healthcare Plans
MEDICAMEQ,Medicamen Biotech Limited,77.82271,9.341,,0.438,6415928320.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEDICO,Medico Remedies Limited,53.886795,20.557,,0.882,4740045824.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEDPLUS,Medplus Health Services Limited,66.437675,62.955,,2.351,87407722496.0,Healthcare,Pharmaceutical Retailers
MEGASOFT,Megasoft Limited,,95.357,,,3979643136.0,Healthcare,Drug Manufacturers - Specialty & Generic
MEGASTAR,Megastar Foods Limited,67.904106,194.823,,-0.706,2246076160.0,Consumer Defensive,Packaged Foods
MENONBE,Menon Bearings Limited,21.004673,32.551,,-0.245,5085274624.0,Consumer Cyclical,Auto Parts
MEP,MEP Infrastructure Developers Limited,,,,,220135216.0,Industrials,Infrastructure Operations
METROBRAND,Metro Brands Limited,71.004654,55.797,,-0.034,290545172480.0,Consumer Cyclical,Apparel Retail
METROPOLIS,Metropolis Healthcare Limited,52.38513,15.956,,0.153,80354107392.0,Healthcare,Diagnostics & Research
MFML,Mahalaxmi Fabric Mills Limited,8.77126,,,,317653184.0,,
MFSL,Max Financial Services Limited,158.51021,13.714,,-0.623,400340320256.0,Financial Services,Insurance - Life
MGEL,Mangalam Global Enterprise Limited,14.3125,109.063,,0.9,4528099328.0,Consumer Defensive,Farm Products
MGL,Mahanagar Gas Limited,12.577018,2.777,,-0.303,131463372800.0,Utilities,Utilities - Regulated Gas
MHLXMIRU,Mahalaxmi Rubtech Limited,14.552979,19.491,16.532,0.246,2357038592.0,Consumer Cyclical,Textile Manufacturing
MHRIL,Mahindra Holidays & Resorts India Limited,43.47059,495.696,,1.983,59615133696.0,Consumer Cyclical,Resorts & Casinos
MICEL,MIC Electronics Limited,22.088354,19.692,,-0.25,13255659520.0,Technology,Electronic Components
MIDHANI,Mishra Dhatu Nigam Limited,50.046295,32.633,,1.0,50628636672.0,Basic Materials,Steel
MINDACORP,Minda Corporation Limited,45.239548,25.387,,0.237,122193174528.0,Consumer Cyclical,Auto Parts
MINDTECK,Mindteck (India) Limited,18.888762,0.131,,0.095,5310309376.0,Technology,Information Technology Services
MIRCELECTR,MIRC Electronics Limited,,87.271,,,2993150720.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MIRZAINT,Mirza International Limited,202.14285,8.115,,,3911116544.0,Consumer Cyclical,Footwear & Accessories
MITCON,MITCON Consultancy & Engineering Services Limited,17.503649,105.147,,-0.538,1122645376.0,Industrials,Engineering & Construction
MITTAL,Mittal Life Style Limited,86.5,17.984,,-0.5,767948736.0,Consumer Cyclical,Textile Manufacturing
MKPL,M K Proteins Limited,331.0,2.039,,-0.4,2484962560.0,Consumer Defensive,Packaged Foods
MMFL,MM Forgings Limited,58.178635,136.968,,-0.209,16067318784.0,Industrials,Metal Fabrication
MMP,MMP Industries Limited,18.020695,39.94,,0.213,6857432064.0,Basic Materials,Aluminum
MMTC,MMTC Limited,50.539215,9.09,,-0.946,77325000704.0,Industrials,Conglomerates
MOBIKWIK,One Mobikwik Systems Limited,,150.461,,,22059026432.0,Technology,Software - Infrastructure
MODIRUBBER,Modi Rubber Limited,11.374166,3.079,,0.107,2557636608.0,Real Estate,Real Estate Services
MODISONLTD,MODISON LIMITED,20.053354,22.606,,0.421,4276282880.0,Industrials,Electrical Equipment & Parts
MODTHREAD,Modern Threads (India) Limited,25.054422,,,,1298670080.0,,
MOHITIND,Mohit Industries Limited,,19.338,,,402925280.0,Consumer Cyclical,Textile Manufacturing
MOIL,MOIL Limited,17.856329,,,0.177,63779422208.0,Basic Materials,Other Industrial Metals & Mining
MOKSH,Moksh Ornaments Limited,11.552,82.818,,0.643,1209335552.0,Consumer Cyclical,Luxury Goods
MOL,Meghmani Organics Limited,,53.245,,,16717693952.0,Basic Materials,Agricultural Inputs
MOLDTECH,Mold-Tek Technologies Limited,29.02672,7.26,,-0.922,4345725440.0,Industrials,Engineering & Construction
MOLDTKPAC,Mold-Tek Packaging Limited,25.323011,26.63,,-0.037,15786600448.0,Consumer Cyclical,Packaging & Containers
MONARCH,Monarch Networth Capital Limited,15.321828,8.979,,-0.104,25774403584.0,Financial Services,Capital Markets
MONTECARLO,Monte Carlo Fashions Limited,15.932228,88.785,,0.252,11571115008.0,Consumer Cyclical,Apparel Manufacturing
MORARJEE,Morarjee Textiles Limited,,,,,195342448.0,Consumer Cyclical,Textile Manufacturing
MOREPENLAB,Morepen Laboratories Limited,20.520832,3.016,,-0.222,26986733568.0,Healthcare,Drug Manufacturers - Specialty & Generic
MOSCHIP,Moschip Technologies Limited,89.780495,31.336,,3.667,28134326272.0,Technology,Semiconductor Equipment & Materials
MOTHERSON,Samvardhana Motherson International Limited,19.723051,73.163,,0.563,836827152384.0,Consumer Cyclical,Auto Parts
MOTILALOFS,Motilal Oswal Financial Services Limited,11.039466,139.869,,-0.164,357272649728.0,Financial Services,Capital Markets
MOTISONS,Motisons Jewellers Limited,,26.077,,0.523,18014476288.0,Consumer Cyclical,Luxury Goods
MOTOGENFIN,The Motor & General Finance Limited,45.12069,1.516,,8.441,1021653248.0,Real Estate,Real Estate Services
MPHASIS,MphasiS Limited,25.726484,19.608,,0.141,422823526400.0,Technology,Information Technology Services
MPSLTD,MPS Limited,30.557577,1.295,,0.371,39923650560.0,Communication Services,Publishing
MRF,MRF Limited,27.382744,17.762,,-0.381,480253771776.0,Consumer Cyclical,Auto Parts
MRO-TEK,MRO-TEK Realty Limited,36.06857,173.533,,-0.787,1179371904.0,Real Estate,Real Estate - Development
MRPL,Mangalore Refinery and Petrochemicals Limited,28.702127,109.967,,-0.214,236547145728.0,Energy,Oil & Gas Refining & Marketing
MSPL,MSP Steel & Power Limited,65.81395,127.163,,0.636,16051250176.0,Basic Materials,Steel
MSTCLTD,Mstc Limited,9.107433,14.928,,4.018,35449917440.0,Industrials,Conglomerates
MSUMI,Motherson Sumi Wiring India Limited,35.96504,17.432,,-0.158,227903291392.0,Consumer Cyclical,Auto Parts
MTARTECH,Mtar Technologies Limited,89.4169,26.259,,0.526,39406870528.0,Industrials,Specialty Industrial Machinery
MTEDUCARE,MT Educare Limited,,768.258,,,163235504.0,Consumer Defensive,Education & Training Services
MTNL,Mahanagar Telephone Nigam Limited,,,,,27449100288.0,Communication Services,Telecom Services
MUFIN,Mufin Green Finance Limited,57.380165,261.131,,0.133,11362567168.0,Financial Services,Credit Services
MUFTI,Credo Brands Marketing Limited,13.396406,65.315,,0.161,8276800000.0,Consumer Cyclical,Apparel Retail
MUKANDLTD,Mukand Limited,14.2269945,157.413,,-0.231,13403449344.0,Basic Materials,Steel
MUKKA,Mukka Proteins Limited,11.855596,102.975,,0.833,9866942464.0,Consumer Defensive,Packaged Foods
MUKTAARTS,Mukta Arts Limited,,,,,1661561600.0,Communication Services,Entertainment
MUNJALAU,Munjal Auto Industries Limited,12.3236885,71.804,,,6821610496.0,Consumer Cyclical,Auto Parts
MUNJALSHOW,Munjal Showa Limited,15.968347,,,-0.31,4451530240.0,Consumer Cyclical,Auto Parts
MURUDCERA,Murudeshwar Ceramics Limited,26.58871,28.588,,0.0,1996178560.0,Industrials,Building Products & Equipment
MUTHOOTCAP,Muthoot Capital Services Limited,8.223154,330.491,,0.253,4219791104.0,Financial Services,Credit Services
MUTHOOTFIN,Muthoot Finance Limited,18.870941,306.36,19.137,0.286,943175892992.0,Financial Services,Credit Services
MUTHOOTMF,Muthoot Microfin Limited,7.5789776,285.814,,-0.974,22123792384.0,Financial Services,Credit Services
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,10.909234,64.906,,0.332,10115567616.0,Consumer Cyclical,Luxury Goods
NACLIND,NACL Industries Limited,,103.106,,,27354746880.0,Basic Materials,Agricultural Inputs
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,0.1347954,,,,3020411392.0,Basic Materials,Agricultural Inputs
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,2.4397538,686.854,,-0.6,359466016.0,Financial Services,Capital Markets
NAGREEKEXP,Nagreeka Exports Limited,24.528303,108.363,,13.0,812479232.0,Consumer Cyclical,Textile Manufacturing
NAHARCAP,Nahar Capital and Financial Services Limited,10.546673,0.045,,,3954447616.0,Financial Services,Capital Markets
NAHARINDUS,Nahar Industrial Enterprises Limited,20.11562,47.269,,-0.078,4294051072.0,Consumer Cyclical,Textile Manufacturing
NAHARPOLY,Nahar Poly Films Limited,15.478417,12.891,,,5290344960.0,Consumer Cyclical,Packaging & Containers
NAHARSPING,Nahar Spinning Mills Limited,,49.24,,,8455113728.0,Consumer Cyclical,Textile Manufacturing
NAM-INDIA,Nippon Life India Asset Management Limited,27.22383,,,0.022,358623510528.0,Financial Services,Asset Management
NARMADA,Narmada Agrobase Limited,11.426751,55.984,,3.222,680579008.0,Basic Materials,Agricultural Inputs
NATCAPSUQ,Natural Capsules Limited,145.5,38.604,,-0.924,2136595328.0,Healthcare,Drug Manufacturers - Specialty & Generic
NATCOPHARM,Natco Pharma Limited,7.650024,2.912,,-0.375,142705885184.0,Healthcare,Drug Manufacturers - Specialty & Generic
NATHBIOGEN,Nath Bio-Genes (India) Limited,7.925163,19.913,,-0.342,2998641152.0,Basic Materials,Agricultural Inputs
NATIONALUM,National Aluminium Company Limited,6.8985124,0.58,,2.332,289636548608.0,Basic Materials,Aluminum
